surface,reading,theme_ids,source_kind,source_ref
キャンベル,きゃんべる,person_job,auto,wnja:1.1-compatible-roots-v2
キュビスト,きゅびすと,person_job,auto,wnja:1.1-compatible-roots-v2
キュロット,きゅろっと,clothing,auto,wnja:1.1-compatible-roots-v2
キュンメル,きゅんめる,food,auto,wnja:1.1-compatible-roots-v2
キランソウ,きらんそう,plant|nature,auto,wnja:1.1-compatible-roots-v2
ギムレット,ぎむれっと,food,auto,wnja:1.1-compatible-roots-v2
ギャルソン,ぎゃるそん,person_job,auto,wnja:1.1-compatible-roots-v2
ギャレージ,ぎゃれーじ,place_building,auto,wnja:1.1-compatible-roots-v2
クエーサー,くえーさー,nature,auto,wnja:1.1-compatible-roots-v2
クサソテツ,くさそてつ,plant|nature,auto,wnja:1.1-compatible-roots-v2
クチュリエ,くちゅりえ,person_job,auto,wnja:1.1-compatible-roots-v2
クマネズミ,くまねずみ,animal|nature,auto,wnja:1.1-compatible-roots-v2
クモヒトデ,くもひとで,animal|nature,auto,wnja:1.1-compatible-roots-v2
クライマー,くらいまー,person_job,auto,wnja:1.1-compatible-roots-v2
クラリオン,くらりおん,instrument|music,reviewed,wnja:03037899-n
クリケット,くりけっと,sport,reviewed,wnja:00476389-n
クリトリス,くりとりす,body,auto,wnja:1.1-compatible-roots-v2
クルーガー,くるーがー,person_job,auto,wnja:1.1-compatible-roots-v2
クルーラー,くるーらー,food,auto,wnja:1.1-compatible-roots-v2
クレオール,くれおーる,person_job,auto,wnja:1.1-compatible-roots-v2
クレマチス,くれまちす,plant|nature,auto,wnja:1.1-compatible-roots-v2
クロケット,くろけっと,person_job,auto,wnja:1.1-compatible-roots-v2
クロッカス,くろっかす,plant|nature,auto,wnja:1.1-compatible-roots-v2
クロッケー,くろっけー,sport,reviewed,wnja:00466880-n
グヤーシュ,ぐやーしゅ,food,auto,wnja:1.1-compatible-roots-v2
グライダー,ぐらいだー,vehicle,reviewed,wnja:03439814-n
グラノーラ,ぐらのーら,food,auto,wnja:1.1-compatible-roots-v2
グラハム粉,ぐらはむこ,food,auto,wnja:1.1-compatible-roots-v2
グルーピー,ぐるーぴー,person_job,auto,wnja:1.1-compatible-roots-v2
グレービー,ぐれーびー,food,auto,wnja:1.1-compatible-roots-v2
ケイジャン,けいじゃん,person_job,auto,wnja:1.1-compatible-roots-v2
コウノトリ,こうのとり,animal|nature,reviewed,wnja:02002556-n
コククジラ,こくくじら,animal|nature,auto,wnja:1.1-compatible-roots-v2
コクチョウ,こくちょう,animal|nature,auto,wnja:1.1-compatible-roots-v2
ココナッツ,ここなっつ,fruit,auto,wnja:1.1-compatible-roots-v2
コッペパン,こっぺぱん,food,auto,wnja:1.1-compatible-roots-v2
コニャック,こにゃっく,food,auto,wnja:1.1-compatible-roots-v2
コノハズク,このはずく,animal|nature,auto,wnja:1.1-compatible-roots-v2
コルセット,こるせっと,clothing,auto,wnja:1.1-compatible-roots-v2
コルネット,こるねっと,instrument|music,reviewed,wnja:03110669-n
コルベット,こるべっと,vehicle,reviewed,wnja:03113035-n
コロニアル,ころにある,person_job,auto,wnja:1.1-compatible-roots-v2
コンテナ船,こんてなせん,vehicle,auto,wnja:1.1-compatible-roots-v2
コンビーフ,こんびーふ,food,auto,wnja:1.1-compatible-roots-v2
コンフリー,こんふりー,food|plant,auto,wnja:1.1-compatible-roots-v2
コンポート,こんぽーと,food,auto,wnja:1.1-compatible-roots-v2
コンロッド,こんろっど,daily_tools,auto,wnja:1.1-compatible-roots-v2
コーチャー,こーちゃー,person_job,auto,wnja:1.1-compatible-roots-v2
コールラビ,こーるらび,food|plant|vegetable,reviewed,wnja:07733567-n
ゴルファー,ごるふぁー,person_job,auto,wnja:1.1-compatible-roots-v2
ゴーカート,ごーかーと,vehicle,auto,wnja:1.1-compatible-roots-v2
サイクロン,さいくろん,nature,auto,wnja:1.1-compatible-roots-v2
サイボーグ,さいぼーぐ,person_job,auto,wnja:1.1-compatible-roots-v2
サイレージ,さいれーじ,food,auto,wnja:1.1-compatible-roots-v2
サウスポー,さうすぽー,person_job,auto,wnja:1.1-compatible-roots-v2
サキソホン,さきそほん,instrument|music,auto,wnja:1.1-compatible-roots-v2
サクソルン,さくそるん,instrument|music,reviewed,wnja:04141198-n
サクラソウ,さくらそう,plant|nature,auto,wnja:1.1-compatible-roots-v2
サッカリン,さっかりん,food,auto,wnja:1.1-compatible-roots-v2
サディスト,さでぃすと,person_job,auto,wnja:1.1-compatible-roots-v2
サブマリン,さぶまりん,vehicle,auto,wnja:1.1-compatible-roots-v2
サモワール,さもわーる,daily_tools,auto,wnja:1.1-compatible-roots-v2
サロペット,さろぺっと,clothing,auto,wnja:1.1-compatible-roots-v2
サンドレス,さんどれす,clothing,auto,wnja:1.1-compatible-roots-v2
サーチャー,さーちゃー,animal|nature,auto,wnja:1.1-compatible-roots-v2
サーバント,さーばんと,person_job,auto,wnja:1.1-compatible-roots-v2
サーロイン,さーろいん,food,auto,wnja:1.1-compatible-roots-v2
ザゼンソウ,ざぜんそう,plant|nature,auto,wnja:1.1-compatible-roots-v2
シェイバー,しぇいばー,daily_tools,auto,wnja:1.1-compatible-roots-v2
シェリー酒,しぇりーしゅ,food,auto,wnja:1.1-compatible-roots-v2
シェーバー,しぇーばー,daily_tools,auto,wnja:1.1-compatible-roots-v2
シオニスト,しおにすと,person_job,auto,wnja:1.1-compatible-roots-v2
シカクマメ,しかくまめ,plant|nature,auto,wnja:1.1-compatible-roots-v2
シクラメン,しくらめん,plant|nature,auto,wnja:1.1-compatible-roots-v2
シクリッド,しくりっど,animal|nature,auto,wnja:1.1-compatible-roots-v2
シシカバブ,ししかばぶ,food,auto,wnja:1.1-compatible-roots-v2
シタビラメ,したびらめ,food,auto,wnja:1.1-compatible-roots-v2
シデコブシ,しでこぶし,plant|nature,auto,wnja:1.1-compatible-roots-v2
シナゴーグ,しなごーぐ,place_building,auto,wnja:1.1-compatible-roots-v2
シネラリア,しねらりあ,plant|nature,auto,wnja:1.1-compatible-roots-v2
シビリアン,しびりあん,person_job,auto,wnja:1.1-compatible-roots-v2
シビレエイ,しびれえい,animal|nature,auto,wnja:1.1-compatible-roots-v2
シマアオジ,しまあおじ,animal|nature,auto,wnja:1.1-compatible-roots-v2
シャペロン,しゃぺろん,person_job,auto,wnja:1.1-compatible-roots-v2
シャロット,しゃろっと,vegetable,reviewed,wnja:07723177-n
シャンペン,しゃんぺん,food,auto,wnja:1.1-compatible-roots-v2
シャーマン,しゃーまん,person_job,auto,wnja:1.1-compatible-roots-v2
シュミーズ,しゅみーず,clothing,auto,wnja:1.1-compatible-roots-v2
シュリンプ,しゅりんぷ,food,auto,wnja:1.1-compatible-roots-v2
シロフォン,しろふぉん,instrument|music,auto,wnja:1.1-compatible-roots-v2
シンクイガ,しんくいが,animal|nature,auto,wnja:1.1-compatible-roots-v2
シングルス,しんぐるす,sport,auto,wnja:1.1-compatible-roots-v2
シンホニー,しんほにー,music,auto,wnja:1.1-compatible-roots-v2
シーサイド,しーさいど,nature|place_building,auto,wnja:1.1-compatible-roots-v2
シーホース,しーほーす,animal|nature,auto,wnja:1.1-compatible-roots-v2
ジェネラル,じぇねらる,person_job,auto,wnja:1.1-compatible-roots-v2
ジギタリス,じぎたりす,plant,reviewed,wnja:12882779-n
ジッグラト,じっぐらと,place_building,auto,wnja:1.1-compatible-roots-v2
ジャグラー,じゃぐらー,person_job,auto,wnja:1.1-compatible-roots-v2
ジャズマン,じゃずまん,person_job,auto,wnja:1.1-compatible-roots-v2
ジャッカル,じゃっかる,animal|nature,auto,wnja:1.1-compatible-roots-v2
ジャンキー,じゃんきー,person_job,auto,wnja:1.1-compatible-roots-v2
ジャンバー,じゃんばー,clothing,auto,wnja:1.1-compatible-roots-v2
ジャーキー,じゃーきー,food,auto,wnja:1.1-compatible-roots-v2
ジャーマン,じゃーまん,person_job,auto,wnja:1.1-compatible-roots-v2
ジュンサイ,じゅんさい,plant|nature,auto,wnja:1.1-compatible-roots-v2
ジョーカー,じょーかー,person_job,auto,wnja:1.1-compatible-roots-v2
ジンジャー,じんじゃー,food|plant,auto,wnja:1.1-compatible-roots-v2
スイカズラ,すいかずら,plant|nature,auto,wnja:1.1-compatible-roots-v2
スイミング,すいみんぐ,sport,auto,wnja:1.1-compatible-roots-v2
スインガー,すいんがー,person_job,auto,wnja:1.1-compatible-roots-v2
スエーター,すえーたー,clothing,auto,wnja:1.1-compatible-roots-v2
スキッパー,すきっぱー,person_job,auto,wnja:1.1-compatible-roots-v2
スキャット,すきゃっと,music,auto,wnja:1.1-compatible-roots-v2
スキャッブ,すきゃっぶ,person_job,auto,wnja:1.1-compatible-roots-v2
スキーヤー,すきーやー,person_job,auto,wnja:1.1-compatible-roots-v2
スケルツォ,すけるつぉ,music,auto,wnja:1.1-compatible-roots-v2
スケーター,すけーたー,person_job,auto,wnja:1.1-compatible-roots-v2
スタペリア,すたぺりあ,plant|nature,auto,wnja:1.1-compatible-roots-v2
スターチス,すたーちす,plant|nature,auto,wnja:1.1-compatible-roots-v2
スティック,すてぃっく,daily_tools,auto,wnja:1.1-compatible-roots-v2
ステイヤー,すていやー,animal|nature,auto,wnja:1.1-compatible-roots-v2
ステッカー,すてっかー,person_job,auto,wnja:1.1-compatible-roots-v2
ストゥール,すとぅーる,daily_tools,auto,wnja:1.1-compatible-roots-v2
ストマック,すとまっく,body,auto,wnja:1.1-compatible-roots-v2
ストリッパ,すとりっぱ,person_job,auto,wnja:1.1-compatible-roots-v2
ストーカー,すとーかー,person_job,auto,wnja:1.1-compatible-roots-v2
スナイパー,すないぱー,person_job,auto,wnja:1.1-compatible-roots-v2
スナッパー,すなっぱー,person_job,auto,wnja:1.1-compatible-roots-v2
スパゲティ,すぱげてぃ,food,auto,wnja:1.1-compatible-roots-v2
スパチュラ,すぱちゅら,daily_tools,auto,wnja:1.1-compatible-roots-v2
スパニエル,すぱにえる,animal|nature,auto,wnja:1.1-compatible-roots-v2
スピリッツ,すぴりっつ,food,auto,wnja:1.1-compatible-roots-v2
スプロール,すぷろーる,place_building,auto,wnja:1.1-compatible-roots-v2
スベリヒユ,すべりひゆ,plant|nature,reviewed,wnja:11857320-n|wnja:11857696-n|wnja:11858077-n
スペアリブ,すぺありぶ,food,auto,wnja:1.1-compatible-roots-v2
スペイン人,すぺいんじん,person_job,auto,wnja:1.1-compatible-roots-v2
スペリオル,すぺりおる,place_building,auto,wnja:1.1-compatible-roots-v2
スモーカー,すもーかー,person_job,auto,wnja:1.1-compatible-roots-v2
スラッガー,すらっがー,person_job,auto,wnja:1.1-compatible-roots-v2
スロージン,すろーじん,food,auto,wnja:1.1-compatible-roots-v2
スワーミー,すわーみー,person_job,auto,wnja:1.1-compatible-roots-v2
ズッキーニ,ずっきーに,food|plant|vegetable,reviewed,wnja:07716358-n|wnja:12159804-n
セイボリー,せいぼりー,plant|nature,auto,wnja:1.1-compatible-roots-v2
セクレタリ,せくれたり,person_job,auto,wnja:1.1-compatible-roots-v2
セミクジラ,せみくじら,animal|nature,auto,wnja:1.1-compatible-roots-v2
セラピスト,せらぴすと,person_job,auto,wnja:1.1-compatible-roots-v2
セルビア人,せるびあじん,person_job,auto,wnja:1.1-compatible-roots-v2
セルリアク,せるりあく,food|plant|vegetable,auto,wnja:1.1-compatible-roots-v2
セレナーデ,せれなーで,music,auto,wnja:1.1-compatible-roots-v2
セレナード,せれなーど,music,auto,wnja:1.1-compatible-roots-v2
ソルジャー,そるじゃー,person_job,auto,wnja:1.1-compatible-roots-v2
ソロイスト,そろいすと,person_job,auto,wnja:1.1-compatible-roots-v2
ソーイング,そーいんぐ,person_job,auto,wnja:1.1-compatible-roots-v2
ソースパン,そーすぱん,daily_tools,auto,wnja:1.1-compatible-roots-v2
タイピスト,たいぴすと,person_job,auto,wnja:1.1-compatible-roots-v2
タイラント,たいらんと,person_job,auto,wnja:1.1-compatible-roots-v2
タカラガイ,たからがい,animal|nature,auto,wnja:1.1-compatible-roots-v2
タグボート,たぐぼーと,vehicle,auto,wnja:1.1-compatible-roots-v2
タシロイモ,たしろいも,plant|nature,auto,wnja:1.1-compatible-roots-v2
タッフィー,たっふぃー,food,auto,wnja:1.1-compatible-roots-v2
タマリンド,たまりんど,food|plant|fruit,reviewed,wnja:07764630-n
タンバリン,たんばりん,instrument|music,reviewed,wnja:04387400-n
ダルシマー,だるしまー,instrument|music,reviewed,wnja:03254737-n|wnja:03254862-n
ダンディー,だんでぃー,person_job,auto,wnja:1.1-compatible-roots-v2
ダンプカー,だんぷかー,vehicle,reviewed,wnja:03256166-n
チェアマン,ちぇあまん,person_job,auto,wnja:1.1-compatible-roots-v2
チェイサー,ちぇいさー,person_job,auto,wnja:1.1-compatible-roots-v2
チェリスト,ちぇりすと,person_job,auto,wnja:1.1-compatible-roots-v2
チェレスタ,ちぇれすた,instrument|music,reviewed,wnja:02990758-n
チェンバロ,ちぇんばろ,instrument|music,reviewed,wnja:03496296-n
チェーサー,ちぇーさー,person_job,auto,wnja:1.1-compatible-roots-v2
チャウダー,ちゃうだー,food,auto,wnja:1.1-compatible-roots-v2
チャパティ,ちゃぱてぃ,food,auto,wnja:1.1-compatible-roots-v2
チャプスイ,ちゃぷすい,food,auto,wnja:1.1-compatible-roots-v2
チャプター,ちゃぷたー,music,auto,wnja:1.1-compatible-roots-v2
チュニック,ちゅにっく,clothing,auto,wnja:1.1-compatible-roots-v2
チューター,ちゅーたー,person_job,auto,wnja:1.1-compatible-roots-v2
チョウザメ,ちょうざめ,animal|nature,auto,wnja:1.1-compatible-roots-v2
チョッパー,ちょっぱー,daily_tools,auto,wnja:1.1-compatible-roots-v2
チョンガー,ちょんがー,person_job,auto,wnja:1.1-compatible-roots-v2
チョーサー,ちょーさー,person_job,auto,wnja:1.1-compatible-roots-v2
チングルマ,ちんぐるま,plant|nature,auto,wnja:1.1-compatible-roots-v2
ツルレイシ,つるれいし,plant|nature,auto,wnja:1.1-compatible-roots-v2
ツーピース,つーぴーす,clothing,auto,wnja:1.1-compatible-roots-v2
ツーリスト,つーりすと,person_job,auto,wnja:1.1-compatible-roots-v2
ティラミス,てぃらみす,food,auto,wnja:1.1-compatible-roots-v2
ティンパニ,てぃんぱに,instrument|music,auto,wnja:1.1-compatible-roots-v2
テクノロジ,てくのろじ,person_job,auto,wnja:1.1-compatible-roots-v2
テコドント,てこどんと,animal|nature,auto,wnja:1.1-compatible-roots-v2
テナガエビ,てながえび,animal|nature,auto,wnja:1.1-compatible-roots-v2
テナガザル,てながざる,animal|nature,auto,wnja:1.1-compatible-roots-v2
テラコッタ,てらこった,daily_tools,auto,wnja:1.1-compatible-roots-v2
テロリスト,てろりすと,person_job,auto,wnja:1.1-compatible-roots-v2
テングザル,てんぐざる,animal|nature,auto,wnja:1.1-compatible-roots-v2
ディゾルブ,でぃぞるぶ,music,auto,wnja:1.1-compatible-roots-v2
ディレクタ,でぃれくた,person_job,auto,wnja:1.1-compatible-roots-v2
ディンギー,でぃんぎー,vehicle,auto,wnja:1.1-compatible-roots-v2
ディーゼル,でぃーぜる,person_job,auto,wnja:1.1-compatible-roots-v2
デニッシュ,でにっしゅ,food,auto,wnja:1.1-compatible-roots-v2
デマゴーグ,でまごーぐ,person_job,auto,wnja:1.1-compatible-roots-v2
デンジソウ,でんじそう,plant|nature,auto,wnja:1.1-compatible-roots-v2
トケイソウ,とけいそう,plant|nature,auto,wnja:1.1-compatible-roots-v2
トチカガミ,とちかがみ,plant|nature,auto,wnja:1.1-compatible-roots-v2
トッカータ,とっかーた,music,auto,wnja:1.1-compatible-roots-v2
トビネズミ,とびねずみ,animal|nature,auto,wnja:1.1-compatible-roots-v2
トラクター,とらくたー,vehicle,reviewed,wnja:04465501-n|wnja:04465666-n
トラベラー,とらべらー,person_job,auto,wnja:1.1-compatible-roots-v2
トリカブト,とりかぶと,plant,reviewed,wnja:11722982-n|wnja:11723452-n
トリマラン,とりまらん,vehicle,reviewed,wnja:04483307-n
トルネード,とるねーど,nature,auto,wnja:1.1-compatible-roots-v2
トレッカー,とれっかー,person_job,auto,wnja:1.1-compatible-roots-v2
トロール船,とろーるせん,vehicle,reviewed,wnja:04476116-n
ドゥオーモ,どぅおーも,place_building,auto,wnja:1.1-compatible-roots-v2
ドゥーチェ,どぅーちぇ,person_job,auto,wnja:1.1-compatible-roots-v2
ドクウツギ,どくうつぎ,clothing,auto,wnja:1.1-compatible-roots-v2
ドクカマス,どくかます,animal|nature,auto,wnja:1.1-compatible-roots-v2
ドブネズミ,どぶねずみ,animal|nature,auto,wnja:1.1-compatible-roots-v2
ドリーマー,どりーまー,person_job,auto,wnja:1.1-compatible-roots-v2
ドルフィン,どるふぃん,animal|nature,auto,wnja:1.1-compatible-roots-v2
ナイアシン,ないあしん,food,auto,wnja:1.1-compatible-roots-v2
ナイティー,ないてぃー,clothing,auto,wnja:1.1-compatible-roots-v2
ナキウサギ,なきうさぎ,animal|nature,auto,wnja:1.1-compatible-roots-v2
ナギイカダ,なぎいかだ,plant|nature,auto,wnja:1.1-compatible-roots-v2
ナツメッグ,なつめっぐ,food,auto,wnja:1.1-compatible-roots-v2
ナポリタン,なぽりたん,person_job,auto,wnja:1.1-compatible-roots-v2
ナマケモノ,なまけもの,animal|nature,auto,wnja:1.1-compatible-roots-v2
ナルシスト,なるしすと,person_job,auto,wnja:1.1-compatible-roots-v2
ニガヨモギ,にがよもぎ,plant|nature,auto,wnja:1.1-compatible-roots-v2
ニコチン酸,にこちんさん,food,auto,wnja:1.1-compatible-roots-v2
ニシキヘビ,にしきへび,animal|nature,auto,wnja:1.1-compatible-roots-v2
ニッカーズ,にっかーず,clothing,auto,wnja:1.1-compatible-roots-v2
ニッパ椰子,にっぱやし,plant|nature,auto,wnja:1.1-compatible-roots-v2
ヌートリア,ぬーとりあ,animal|nature,reviewed,wnja:02366959-n
ネイティヴ,ねいてぃゔ,person_job,auto,wnja:1.1-compatible-roots-v2
ネクタリン,ねくたりん,food|plant|fruit,auto,wnja:1.1-compatible-roots-v2
ネグリジェ,ねぐりじぇ,clothing,auto,wnja:1.1-compatible-roots-v2
ネグロイド,ねぐろいど,person_job,auto,wnja:1.1-compatible-roots-v2
ノクターン,のくたーん,music,auto,wnja:1.1-compatible-roots-v2
ノボロギク,のぼろぎく,plant|nature,auto,wnja:1.1-compatible-roots-v2
ハイアライ,はいあらい,sport,reviewed,wnja:00480366-n
ハイブラウ,はいぶらう,person_job,auto,wnja:1.1-compatible-roots-v2
ハイブロー,はいぶろー,person_job,auto,wnja:1.1-compatible-roots-v2
ハイランド,はいらんど,nature|place_building,auto,wnja:1.1-compatible-roots-v2
ハキリバチ,はきりばち,animal|nature,auto,wnja:1.1-compatible-roots-v2
ハサミムシ,はさみむし,animal|nature,auto,wnja:1.1-compatible-roots-v2
ハズバンド,はずばんど,person_job,auto,wnja:1.1-compatible-roots-v2
ハダカムギ,はだかむぎ,plant|nature,auto,wnja:1.1-compatible-roots-v2
ハナキリン,はなきりん,plant|nature,auto,wnja:1.1-compatible-roots-v2
ハハコグサ,ははこぐさ,plant|nature,auto,wnja:1.1-compatible-roots-v2
ハムスター,はむすたー,animal|nature,reviewed,wnja:02342885-n
ハリケーン,はりけーん,nature,auto,wnja:1.1-compatible-roots-v2
ハリジャン,はりじゃん,person_job,auto,wnja:1.1-compatible-roots-v2
ハリモグラ,はりもぐら,animal|nature,auto,wnja:1.1-compatible-roots-v2
ハルジオン,はるじおん,plant|nature,reviewed,wnja:11966896-n
ハンドベル,はんどべる,instrument|music,reviewed,wnja:03483230-n
ハンモック,はんもっく,daily_tools,auto,wnja:1.1-compatible-roots-v2
ハープーン,はーぷーん,daily_tools,auto,wnja:1.1-compatible-roots-v2
ハーモニカ,はーもにか,instrument|music,reviewed,wnja:03494278-n
バインダー,ばいんだー,daily_tools,auto,wnja:1.1-compatible-roots-v2
バガボンド,ばがぼんど,person_job,auto,wnja:1.1-compatible-roots-v2
バグパイプ,ばぐぱいぷ,instrument|music,reviewed,wnja:02775483-n
バチェラー,ばちぇらー,person_job,auto,wnja:1.1-compatible-roots-v2
バッテーラ,ばってーら,vehicle,auto,wnja:1.1-compatible-roots-v2
バプテスト,ばぷてすと,person_job,auto,wnja:1.1-compatible-roots-v2
バラライカ,ばららいか,instrument|music,reviewed,wnja:02776978-n
バレリーナ,ばれりーな,person_job,auto,wnja:1.1-compatible-roots-v2
バンジョー,ばんじょー,instrument|music,reviewed,wnja:02787622-n
バンジロウ,ばんじろう,plant|nature,auto,wnja:1.1-compatible-roots-v2
バーミセリ,ばーみせり,food,auto,wnja:1.1-compatible-roots-v2
パイオニア,ぱいおにあ,person_job,auto,wnja:1.1-compatible-roots-v2
パイレーツ,ぱいれーつ,person_job,auto,wnja:1.1-compatible-roots-v2
パスティス,ぱすてぃす,food,auto,wnja:1.1-compatible-roots-v2
パストラミ,ぱすとらみ,food,auto,wnja:1.1-compatible-roots-v2
パストラル,ぱすとらる,music,auto,wnja:1.1-compatible-roots-v2
パッセージ,ぱっせーじ,music,auto,wnja:1.1-compatible-roots-v2
パネリスト,ぱねりすと,person_job,auto,wnja:1.1-compatible-roots-v2
パリッシュ,ぱりっしゅ,person_job,auto,wnja:1.1-compatible-roots-v2
パルメザン,ぱるめざん,food,auto,wnja:1.1-compatible-roots-v2
パンティー,ぱんてぃー,clothing,auto,wnja:1.1-compatible-roots-v2
パンプキン,ぱんぷきん,food|vegetable,auto,wnja:1.1-compatible-roots-v2
ヒキガエル,ひきがえる,animal|nature,auto,wnja:1.1-compatible-roots-v2
ヒクイドリ,ひくいどり,animal|nature,auto,wnja:1.1-compatible-roots-v2
ヒメハジロ,ひめはじろ,animal|nature,auto,wnja:1.1-compatible-roots-v2
ヒルビリー,ひるびりー,music,auto,wnja:1.1-compatible-roots-v2
ビューロー,びゅーろー,daily_tools,auto,wnja:1.1-compatible-roots-v2
ビルジング,びるじんぐ,place_building,auto,wnja:1.1-compatible-roots-v2
ビンテージ,びんてーじ,food,auto,wnja:1.1-compatible-roots-v2
ビートニク,びーとにく,person_job,auto,wnja:1.1-compatible-roots-v2
ピアッフェ,ぴあっふぇ,sport,auto,wnja:1.1-compatible-roots-v2
ピカドール,ぴかどーる,person_job,auto,wnja:1.1-compatible-roots-v2
ピスタチオ,ぴすたちお,plant|fruit,reviewed,wnja:07775050-n|wnja:12761702-n
ピチカート,ぴちかーと,music,auto,wnja:1.1-compatible-roots-v2
ピットマン,ぴっとまん,person_job,auto,wnja:1.1-compatible-roots-v2
ピラカンサ,ぴらかんさ,plant|nature,auto,wnja:1.1-compatible-roots-v2
ピルグリム,ぴるぐりむ,person_job,auto,wnja:1.1-compatible-roots-v2
ファイター,ふぁいたー,vehicle,auto,wnja:1.1-compatible-roots-v2
ファゴット,ふぁごっと,instrument|music,reviewed,wnja:02804610-n
ファシスト,ふぁしすと,person_job,auto,wnja:1.1-compatible-roots-v2
ファーザー,ふぁーざー,person_job,auto,wnja:1.1-compatible-roots-v2
ファーマー,ふぁーまー,person_job,auto,wnja:1.1-compatible-roots-v2
フィアンセ,ふぃあんせ,person_job,auto,wnja:1.1-compatible-roots-v2
フィクサー,ふぃくさー,person_job,auto,wnja:1.1-compatible-roots-v2
フィヨルド,ふぃよるど,nature|place_building,auto,wnja:1.1-compatible-roots-v2
フィラリア,ふぃらりあ,animal|nature,auto,wnja:1.1-compatible-roots-v2
フェザー級,ふぇざーきゅう,person_job,auto,wnja:1.1-compatible-roots-v2
フェレット,ふぇれっと,animal|nature,auto,wnja:1.1-compatible-roots-v2
フェンネル,ふぇんねる,food|vegetable,reviewed,wnja:07817871-n
フォアグラ,ふぉあぐら,food,auto,wnja:1.1-compatible-roots-v2
フォアマン,ふぉあまん,person_job,auto,wnja:1.1-compatible-roots-v2
フォワグラ,ふぉわぐら,food,auto,wnja:1.1-compatible-roots-v2
フォンダン,ふぉんだん,food,auto,wnja:1.1-compatible-roots-v2
フォンデュ,ふぉんでゅ,food,auto,wnja:1.1-compatible-roots-v2
フラッパー,ふらっぱー,person_job,auto,wnja:1.1-compatible-roots-v2
フラミンゴ,ふらみんご,animal|nature,auto,wnja:1.1-compatible-roots-v2
フランカー,ふらんかー,person_job,auto,wnja:1.1-compatible-roots-v2
フリカッセ,ふりかっせ,food,auto,wnja:1.1-compatible-roots-v2
フリゲート,ふりげーと,vehicle,auto,wnja:1.1-compatible-roots-v2
フリッター,ふりったー,food,auto,wnja:1.1-compatible-roots-v2
フリュート,ふりゅーと,instrument|music,auto,wnja:1.1-compatible-roots-v2
フリーザー,ふりーざー,daily_tools,auto,wnja:1.1-compatible-roots-v2
フリージア,ふりーじあ,plant|nature,auto,wnja:1.1-compatible-roots-v2
フロックス,ふろっくす,plant|nature,auto,wnja:1.1-compatible-roots-v2
フーリガン,ふーりがん,person_job,auto,wnja:1.1-compatible-roots-v2
ブッドレア,ぶっどれあ,plant|nature,auto,wnja:1.1-compatible-roots-v2
ブラスリー,ぶらすりー,place_building,auto,wnja:1.1-compatible-roots-v2
ブラッシュ,ぶらっしゅ,daily_tools,auto,wnja:1.1-compatible-roots-v2
ブランデー,ぶらんでー,food,auto,wnja:1.1-compatible-roots-v2
ブリザード,ぶりざーど,nature,auto,wnja:1.1-compatible-roots-v2
ブルドッグ,ぶるどっぐ,animal|nature,auto,wnja:1.1-compatible-roots-v2
ブルドーザ,ぶるどーざ,vehicle,auto,wnja:1.1-compatible-roots-v2
ブルネット,ぶるねっと,person_job,auto,wnja:1.1-compatible-roots-v2
ブルーマー,ぶるーまー,clothing,auto,wnja:1.1-compatible-roots-v2
ブロッカー,ぶろっかー,person_job,auto,wnja:1.1-compatible-roots-v2
ブロッコリ,ぶろっこり,food|plant|vegetable,reviewed,wnja:07714990-n|wnja:11876803-n
ブローカー,ぶろーかー,person_job,auto,wnja:1.1-compatible-roots-v2
プディング,ぷでぃんぐ,food,auto,wnja:1.1-compatible-roots-v2
プラエトル,ぷらえとる,person_job,auto,wnja:1.1-compatible-roots-v2
プラナリア,ぷらなりあ,animal|nature,auto,wnja:1.1-compatible-roots-v2
プランナー,ぷらんなー,person_job,auto,wnja:1.1-compatible-roots-v2
プリンセス,ぷりんせす,person_job,auto,wnja:1.1-compatible-roots-v2
プルメリア,ぷるめりあ,plant|nature,auto,wnja:1.1-compatible-roots-v2
プレーリー,ぷれーりー,place_building,auto,wnja:1.1-compatible-roots-v2
プログラマ,ぷろぐらま,person_job,auto,wnja:1.1-compatible-roots-v2
プロローグ,ぷろろーぐ,music,auto,wnja:1.1-compatible-roots-v2
ヘアピース,へあぴーす,clothing,auto,wnja:1.1-compatible-roots-v2
ヘリコプタ,へりこぷた,vehicle,reviewed,wnja:03512147-n
ヘンルーダ,へんるーだ,food|plant,auto,wnja:1.1-compatible-roots-v2
ベジタブル,べじたぶる,food|plant|vegetable,auto,wnja:1.1-compatible-roots-v2
ベニスズメ,べにすずめ,animal|nature,auto,wnja:1.1-compatible-roots-v2
ベルセルク,べるせるく,person_job,auto,wnja:1.1-compatible-roots-v2
ベルモット,べるもっと,food,auto,wnja:1.1-compatible-roots-v2
ベーシスト,べーしすと,person_job,auto,wnja:1.1-compatible-roots-v2
ペアレント,ぺあれんと,person_job,auto,wnja:1.1-compatible-roots-v2
ペキニーズ,ぺきにーず,animal|nature,auto,wnja:1.1-compatible-roots-v2
ペシミスト,ぺしみすと,person_job,auto,wnja:1.1-compatible-roots-v2
ペストリー,ぺすとりー,food,auto,wnja:1.1-compatible-roots-v2
ペチコート,ぺちこーと,clothing,auto,wnja:1.1-compatible-roots-v2
ペチュニア,ぺちゅにあ,plant|nature,auto,wnja:1.1-compatible-roots-v2
ペッカリー,ぺっかりー,animal|nature,auto,wnja:1.1-compatible-roots-v2
