surface,reading,source_ref,commonness_tier
調査報告,ちょうさほうこく,wnja:06409752-n,wordnet
調理道具,ちょうりどうぐ,wnja:03621049-n,wordnet
論説委員,ろんせついいん,wnja:09939154-n,wordnet
諜報機関,ちょうほうきかん,wnja:08339454-n,wordnet
警察学校,けいさつがっこう,wnja:08279424-n,wordnet
譲り合い,ゆずりあい,wnja:07179342-n,wordnet
譲渡所得,じょうとしょとく,wnja:13311830-n,wordnet
財団法人,ざいだんほうじん,wnja:08406486-n,wordnet
貨物輸送,かもつゆそう,wnja:13326198-n,wordnet
販売業者,はんばいぎょうしゃ,wnja:08061905-n,wordnet
買いつけ,かいつけ,wnja:00079018-n,wordnet
買い戻し,かいもどし,wnja:00079212-n,wordnet
買い込み,かいこみ,wnja:00079018-n,wordnet
貸し座敷,かしざしき,wnja:04581595-n,wordnet
貸し金庫,かしきんこ,wnja:04125257-n,wordnet
賃貸料金,ちんたいりょうきん,wnja:13295657-n,wordnet
賃金水準,ちんぎんすいじゅん,wnja:13853546-n,wordnet
資金洗浄,しきんせんじょう,wnja:01051221-n,wordnet
購買部門,こうばいぶもん,wnja:08119397-n,wordnet
赤すぐり,あかすぐり,wnja:07744682-n,wordnet
走り使い,はしりづかい,wnja:10311375-n,wordnet
超心理学,ちょうしんりがく,wnja:07256375-n,wordnet
足ならし,あしならし,wnja:01144716-n,wordnet
跳ね返り,はねかえり,wnja:07350401-n,wordnet
身ごなし,みごなし,wnja:05002822-n,wordnet
身体検査,しんたいけんさ,wnja:00946060-n,wordnet
身体能力,しんたいのうりょく,wnja:05201659-n,wordnet
身体障害,しんたいしょうがい,wnja:07946288-n,wordnet
車輪止め,しゃりんどめ,wnja:03023878-n,wordnet
軍事基地,ぐんじきち,wnja:02798290-n,wordnet
軍事政権,ぐんじせいけん,wnja:08241964-n,wordnet
軍事能力,ぐんじのうりょく,wnja:05203649-n,wordnet
軍事裁判,ぐんじさいばん,wnja:01196316-n,wordnet
軍事訓練,ぐんじくんれん,wnja:00894359-n,wordnet
軍事部隊,ぐんじぶたい,wnja:08198398-n,wordnet
軍事顧問,ぐんじこもん,wnja:10316164-n,wordnet
軍備縮小,ぐんびしゅくしょう,wnja:01157557-n,wordnet
軍医総監,ぐんいそうかん,wnja:10679503-n,wordnet
軍国主義,ぐんこくしゅぎ,wnja:06221974-n,wordnet
軍法会議,ぐんぽうかいぎ,wnja:08331525-n,wordnet
軍配昼顔,ぐんばいひるがお,wnja:12828628-n,wordnet
軍需産業,ぐんじゅさんぎょう,wnja:08068924-n,wordnet
軟口蓋音,なんこうがいおん,wnja:07120025-n,wordnet
軽機関銃,けいきかんじゅう,wnja:04347519-n,wordnet
輸送手段,ゆそうしゅだん,wnja:03100490-n,wordnet
輸送業者,ゆそうぎょうしゃ,wnja:09897696-n,wordnet
農業機械,のうぎょうきかい,wnja:03322940-n,wordnet
近親相姦,きんしんそうかん,wnja:00848891-n,wordnet
返し縫い,かえしぬい,wnja:02771383-n,wordnet
追い払い,おいばらい,wnja:00208797-n,wordnet
追い立て,おいたて,wnja:00206927-n,wordnet
退役軍人,たいえきぐんじん,wnja:10749353-n,wordnet
退職年金,たいしょくねんきん,wnja:13384164-n,wordnet
逆浸透膜,ぎゃくしんとうまく,wnja:13528441-n,wordnet
通り言葉,とおりことば,wnja:07157273-n,wordnet
通信機器,つうしんきき,wnja:04400289-n,wordnet
通信講座,つうしんこうざ,wnja:00890320-n,wordnet
通勤列車,つうきんれっしゃ,wnja:03078802-n,wordnet
通勤手当,つうきんてあて,wnja:13293901-n,wordnet
連れっ子,つれっこ,wnja:10654461-n,wordnet
進歩主義,しんぽしゅぎ,wnja:06219711-n,wordnet
遊び仲間,あそびなかま,wnja:10441037-n,wordnet
遊び好き,あそびずき,wnja:04649835-n,wordnet
遊び道具,あそびどうぐ,wnja:03964744-n,wordnet
運動競技,うんどうきょうぎ,wnja:00523513-n,wordnet
運命論者,うんめいろんじゃ,wnja:10080508-n,wordnet
運転資金,うんてんしきん,wnja:13354420-n,wordnet
運送業者,うんそうぎょうしゃ,wnja:08057633-n,wordnet
過塩素酸,かえんそさん,wnja:14684690-n,wordnet
過酸化物,かさんかぶつ,wnja:14980087-n,wordnet
道具一式,どうぐいっしき,wnja:03619396-n,wordnet
道路標識,どうろひょうしき,wnja:06794374-n,wordnet
遠心分離,えんしんぶんり,wnja:13445296-n,wordnet
適用範囲,てきようはんい,wnja:05123760-n,wordnet
選挙制度,せんきょせいど,wnja:05904135-n,wordnet
郵便番号,ゆうびんばんごう,wnja:06355705-n,wordnet
郵便葉書,ゆうびんはがき,wnja:06627938-n,wordnet
配管工事,はいかんこうじ,wnja:00609669-n,wordnet
酸っぱみ,すっぱみ,wnja:04993882-n,wordnet
酸化亜鉛,さんかあえん,wnja:15108087-n,wordnet
酸化酵素,さんかこうそ,wnja:14971234-n,wordnet
重商主義,じゅうしょうしゅぎ,wnja:08367339-n,wordnet
重要人物,じゅうようじんぶつ,wnja:09938991-n,wordnet
重量挙げ,じゅうりょうあげ,wnja:00626188-n,wordnet
野イチゴ,のいちご,wnja:12630641-n,wordnet
野戦病院,やせんびょういん,wnja:03333349-n,wordnet
野辺送り,のべおくり,wnja:07451687-n,wordnet
量子力学,りょうしりきがく,wnja:06111961-n,wordnet
金本位制,きんほんいせい,wnja:05924730-n,wordnet
金融市場,きんゆうしじょう,wnja:08073601-n,wordnet
鈴懸の木,すずかけのき,wnja:12807624-n,wordnet
鉄砲百合,てっぽうゆり,wnja:12427757-n,wordnet
鉄過剰症,てつかじょうしょう,wnja:14206929-n,wordnet
鉄道会社,てつどうかいしゃ,wnja:04048568-n,wordnet
鉄道車両,てつどうしゃりょう,wnja:02959942-n,wordnet
鉄道馬車,てつどうばしゃ,wnja:03538300-n,wordnet
銀行預金,ぎんこうよきん,wnja:13381145-n,wordnet
長編映画,ちょうへんえいが,wnja:06615026-n,wordnet
間接照明,かんせつしょうめい,wnja:03568561-n,wordnet
防カビ剤,ぼうかびざい,wnja:02720201-n,wordnet
防衛政策,ぼうえいせいさく,wnja:05900263-n,wordnet
防衛機制,ぼうえいきせい,wnja:13459322-n,wordnet
防衛計画,ぼうえいけいかく,wnja:05900263-n,wordnet
阿亀鸚哥,おかめいんこ,wnja:01819734-n,wordnet
阿婆擦れ,あばずれ,wnja:09965134-n,wordnet
限定戦争,げんていせんそう,wnja:00953280-n,wordnet
院内総務,いんないそうむ,wnja:10097154-n,wordnet
陰イオン,いんいおん,wnja:09197815-n,wordnet
陸軍軍人,りくぐんぐんじん,wnja:10622053-n,wordnet
陽イオン,よういおん,wnja:09238294-n,wordnet
階層構造,かいそうこうぞう,wnja:05732273-n,wordnet
階級闘争,かいきゅうとうそう,wnja:00959800-n,wordnet
隠し場所,かくしばしょ,wnja:02934888-n,wordnet
隠し立て,かくしだて,wnja:04652177-n,wordnet
隠し言葉,かくしことば,wnja:07157273-n,wordnet
隠れみの,かくれみの,wnja:06760508-n,wordnet
隠れ遊び,かくれあそび,wnja:00484910-n,wordnet
隠花植物,いんかしょくぶつ,wnja:11551898-n,wordnet
集団力学,しゅうだんりきがく,wnja:06141962-n,wordnet
集団思考,しゅうだんしこう,wnja:05788924-n,wordnet
集団検診,しゅうだんけんしん,wnja:00142361-n,wordnet
集団農場,しゅうだんのうじょう,wnja:08056747-n,wordnet
集積回路,しゅうせきかいろ,wnja:03577090-n,wordnet
難攻不落,なんこうふらく,wnja:14539029-n,wordnet
難波薔薇,なにわいばら,wnja:12621945-n,wordnet
零れ幸い,こぼれざいわい,wnja:07477587-n,wordnet
電位差計,でんいさけい,wnja:03991646-n,wordnet
電光石火,でんこうせっか,wnja:04664628-n,wordnet
電圧降下,でんあつこうか,wnja:05111704-n,wordnet
電子工学,でんしこうがく,wnja:06099269-n,wordnet
電子辞書,でんしじしょ,wnja:06639023-n,wordnet
電子郵便,でんしゆうびん,wnja:06279326-n,wordnet
電気伝導,でんきでんどう,wnja:11512650-n,wordnet
電気分解,でんきぶんかい,wnja:13472125-n,wordnet
電気力線,でんきりきせん,wnja:11457057-n,wordnet
電気化学,でんきかがく,wnja:06089857-n,wordnet
電気容量,でんきようりょう,wnja:11433546-n,wordnet
電気工学,でんきこうがく,wnja:06128024-n,wordnet
電気椅子,でんきいす,wnja:03271030-n,wordnet
電気毛布,でんきもうふ,wnja:03270854-n,wordnet
電気泳動,でんきえいどう,wnja:13472518-n,wordnet
電話回線,でんわかいせん,wnja:04402057-n,wordnet
霊長類学,れいちょうるいがく,wnja:06073647-n,wordnet
青酸カリ,せいさんかり,wnja:14862064-n,wordnet
静電容量,せいでんようりょう,wnja:11433546-n,wordnet
非ナチ化,ひなちか,wnja:13461722-n,wordnet
非喫煙者,ひきつえんしゃ,wnja:10362319-n,wordnet
非国教徒,ひこっきょうと,wnja:09958133-n,wordnet
非戦闘員,ひせんとういん,wnja:09924742-n,wordnet
鞭打ち症,むちうちしょう,wnja:14298420-n,wordnet
音楽作品,おんがくさくひん,wnja:07037465-n,wordnet
音楽監督,おんがくかんとく,wnja:09952539-n,wordnet
音標文字,おんぴょうもじ,wnja:06500448-n,wordnet
音頭取り,おんどとり,wnja:01256417-n,wordnet
預かり所,あずかりしょ,wnja:03011892-n,wordnet
頑固一徹,がんこいってつ,wnja:04908835-n,wordnet
頬っぺた,ほっぺた,wnja:05602835-n,wordnet
頭脳集団,ずのうしゅうだん,wnja:08478702-n,wordnet
頼り甲斐,たよりがい,wnja:04670022-n,wordnet
顔面神経,がんめんしんけい,wnja:05479314-n,wordnet
類語辞典,るいごじてん,wnja:06421016-n,wordnet
顰めっ面,しかめっつら,wnja:06877578-n,wordnet
風邪ひき,かぜひき,wnja:14145501-n,wordnet
飛び切り,とびきり,wnja:04728376-n,wordnet
飛び蹴り,とびげり,wnja:00137877-n,wordnet
食いつき,くいつき,wnja:07477413-n,wordnet
食い余し,くいあまし,wnja:07563509-n,wordnet
食い込み,くいこみ,wnja:00733753-n,wordnet
食べ残し,たべのこし,wnja:07563509-n,wordnet
食わせ物,くわせもの,wnja:10195593-n,wordnet
食事制限,しょくじせいげん,wnja:01070187-n,wordnet
食料品店,しょくりょうひんてん,wnja:03461385-n,wordnet
養子縁組,ようしえんぐみ,wnja:01185292-n,wordnet
養老保険,ようろうほけん,wnja:01088563-n,wordnet
首脳会談,しゅのうかいだん,wnja:08312359-n,wordnet
首脳会議,しゅのうかいぎ,wnja:08312359-n,wordnet
香港ドル,ほんこんどる,wnja:13673455-n,wordnet
馬鹿笑い,ばかわらい,wnja:07127911-n,wordnet
馬鹿野郎,ばかやろう,wnja:09921409-n,wordnet
駆け落ち,かけおち,wnja:00058608-n,wordnet
骨惜しみ,ほねおしみ,wnja:04637108-n,wordnet
骨芽細胞,こつがさいぼう,wnja:05448149-n,wordnet
骨軟化症,こつなんかしょう,wnja:14208176-n,wordnet
骨軟骨腫,こつなんこつしゅ,wnja:14234317-n,wordnet
骨髄芽球,こつずいがきゅう,wnja:05448704-n,wordnet
高利貸し,こうりがし,wnja:10742384-n,wordnet
高脂血症,こうしけつしょう,wnja:14193925-n,wordnet
高血圧症,こうけつあつしょう,wnja:14103510-n,wordnet
鳥もも肉,とりももにく,wnja:07650637-n,wordnet
鳥打ち帽,とりうちぼう,wnja:02954340-n,wordnet
麦藁帽子,むぎわらぼうし,wnja:02859184-n,wordnet
麻酔科学,ますいかがく,wnja:06046383-n,wordnet
黄色腫症,おうしょくしゅしょう,wnja:14233717-n,wordnet
黄金分割,おうごんぶんかつ,wnja:13817066-n,wordnet
黄金時代,おうごんじだい,wnja:15230790-n,wordnet
あいしらい,あいしらい,wnja:06630852-n,wordnet
あばずれ女,あばずれおんな,wnja:09965134-n,wordnet
おしゃぶり,おしゃぶり,wnja:03075768-n,wordnet
おたんちん,おたんちん,wnja:10100761-n,wordnet
おとぎの国,おとぎのくに,wnja:05633044-n,wordnet
お巡りさん,おまわりさん,wnja:10448983-n,wordnet
お父ちゃん,おとうちゃん,wnja:09988063-n,wordnet
お相撲さん,おすもうさん,wnja:10674713-n,wordnet
お祭り騒ぎ,おまつりさわぎ,wnja:00509846-n,wordnet
お笑い芸人,おわらいげいにん,wnja:09940146-n,wordnet
かばん持ち,かばんもち,wnja:10531109-n,wordnet
かみのけ座,かみのけざ,wnja:09251229-n,wordnet
かんかん帽,かんかんぼう,wnja:02859184-n,wordnet
がらっぱち,がらっぱち,wnja:14472624-n,wordnet
がらんどう,がらんどう,wnja:04867871-n,wordnet
こぎつね座,こぎつねざ,wnja:09473685-n,wordnet
ごみ収集車,ごみしゅうしゅうしゃ,wnja:03417042-n,wordnet
ご都合主義,ごつごうしゅぎ,wnja:04835488-n,wordnet
されこうべ,されこうべ,wnja:05540121-n,wordnet
せせら笑い,せせらわらい,wnja:06716234-n,wordnet
ちゃりんこ,ちゃりんこ,wnja:02834778-n,wordnet
ちゃんころ,ちゃんころ,wnja:13384557-n,wordnet
ちょっと見,ちょっとみ,wnja:00877625-n,wordnet
でっち上げ,でっちあげ,wnja:00751398-n,wordnet
でぶっちょ,でぶっちょ,wnja:04999401-n,wordnet
でんでん虫,でんでんむし,wnja:01944390-n,wordnet
とびうお座,とびうおざ,wnja:09472268-n,wordnet
のんだくれ,のんだくれ,wnja:10037385-n,wordnet
はやりっ子,はやりっこ,wnja:09762509-n,wordnet
ばねばかり,ばねばかり,wnja:04288533-n,wordnet
びっくり箱,びっくりばこ,wnja:03590588-n,wordnet
ふくらし粉,ふくらしこ,wnja:14772461-n,wordnet
ふくれっ面,ふくれっつら,wnja:00878797-n,wordnet
ぶっきら棒,ぶっきらぼう,wnja:04915462-n,wordnet
まぐれ幸い,まぐれざいわい,wnja:07477587-n,wordnet
みみずばれ,みみずばれ,wnja:14298620-n,wordnet
やかまし屋,やかましや,wnja:09986532-n,wordnet
やけっぱち,やけっぱち,wnja:07541923-n,wordnet
アイシング,あいしんぐ,wnja:00558181-n,wordnet
アイブロウ,あいぶろう,wnja:05313535-n,wordnet
アイブロー,あいぶろー,wnja:05313535-n,wordnet
アイボリー,あいぼりー,wnja:04961331-n,wordnet
アイランド,あいらんど,wnja:09316454-n,wordnet
アイレット,あいれっと,wnja:03132438-n,wordnet
アイロニー,あいろにー,wnja:04715075-n,wordnet
アイロン台,あいろんだい,wnja:03586090-n,wordnet
アウトロー,あうとろー,wnja:09977660-n,wordnet
アオギリ科,あおぎりか,wnja:12194776-n,wordnet
アオミドロ,あおみどろ,wnja:01410457-n,wordnet
アカイア人,あかいあじん,wnja:08160586-n,wordnet
アカイエカ,あかいえか,wnja:02202006-n,wordnet
アカバナ科,あかばなか,wnja:12341126-n,wordnet
アカンサス,あかんさす,wnja:12812235-n,wordnet
アキメネス,あきめねす,wnja:12830222-n,wordnet
アクセサリ,あくせさり,wnja:02671421-n,wordnet
アクトレス,あくとれす,wnja:09767700-n,wordnet
アクリル酸,あくりるさん,wnja:14998522-n,wordnet
アサイラム,あさいらむ,wnja:04071102-n,wordnet
アザミウマ,あざみうま,wnja:02271897-n,wordnet
アシナジー,あしなじー,wnja:14024391-n,wordnet
アシメトリ,あしめとり,wnja:05065717-n,wordnet
アジサイ科,あじさいか,wnja:12787565-n,wordnet
アジソン病,あじそんびょう,wnja:14116908-n,wordnet
アジピン酸,あじぴんさん,wnja:14612317-n,wordnet
アスタチン,あすたちん,wnja:14629561-n,wordnet
アスチルベ,あすちるべ,wnja:12794985-n,wordnet
アスピック,あすぴっく,wnja:07808675-n,wordnet
アスベスト,あすべすと,wnja:14725591-n,wordnet
アスペクト,あすぺくと,wnja:05850624-n,wordnet
アスリート,あすりーと,wnja:09820263-n,wordnet
アセタール,あせたーる,wnja:14710805-n,wordnet
アセチル化,あせちるか,wnja:13425637-n,wordnet
アセチル基,あせちるき,wnja:14594456-n,wordnet
アセチレン,あせちれん,wnja:14600742-n,wordnet
アセト酢酸,あせとさくさん,wnja:14927051-n,wordnet
アセンブリ,あせんぶり,wnja:01229938-n,wordnet
アダージョ,あだーじょ,wnja:07047804-n,wordnet
アップリケ,あっぷりけ,wnja:02730437-n,wordnet
アテローム,あてろーむ,wnja:05269495-n,wordnet
アデニル酸,あでにるさん,wnja:14707710-n,wordnet
アデノイド,あでのいど,wnja:05529286-n,wordnet
アデノシン,あでのしん,wnja:14707101-n,wordnet
アトラジン,あとらじん,wnja:14629772-n,wordnet
アトリウム,あとりうむ,wnja:02754656-n,wordnet
アトロピン,あとろぴん,wnja:02754756-n,wordnet
アドバンス,あどばんす,wnja:00282050-n,wordnet
アナキスト,あなきすと,wnja:09791816-n,wordnet
アナキズム,あなきずむ,wnja:06213890-n,wordnet
アナグラム,あなぐらむ,wnja:06287620-n,wordnet
アナコンダ,あなこんだ,wnja:01743086-n,wordnet
アナライザ,あならいざ,wnja:02708711-n,wordnet
アナリシス,あなりしす,wnja:00634276-n,wordnet
アナリスト,あなりすと,wnja:09790482-n,wordnet
アナロジー,あなろじー,wnja:05780339-n,wordnet
アニゼット,あにぜっと,wnja:07908647-n,wordnet
アニミズム,あにみずむ,wnja:05958712-n,wordnet
アネックス,あねっくす,wnja:02713594-n,wordnet
アネルギー,あねるぎー,wnja:14128536-n,wordnet
アノラック,あのらっく,wnja:03891051-n,wordnet
アパッシュ,あぱっしゅ,wnja:06919433-n,wordnet
アパテイア,あぱていあ,wnja:04636610-n,wordnet
アパーチャ,あぱーちゃ,wnja:02727016-n,wordnet
アビリティ,あびりてぃ,wnja:05200169-n,wordnet
アフリカ象,あふりかぞう,wnja:02504458-n,wordnet
アブラナ属,あぶらなぞく,wnja:11875100-n,wordnet
アブラナ科,あぶらなか,wnja:11867525-n,wordnet
アブラヤシ,あぶらやし,wnja:12590232-n,wordnet
